input_size,output_size,kernel_size,stride,padding,forward_featuremap_internal_padding,forward_featuremap_external_padding,forward_weight_internal_padding,forward_featuremap_elements_after_im2col,forward_featuremap_zeros_after_im2col,loss_featuremap_internal_padding,loss_featuremap_external_padding,loss_weight_internal_padding,loss_featuremap_elements_after_im2col,loss_featuremap_zeros_after_im2col,gradient_featuremap_internal_padding,gradient_featuremap_external_padding,gradient_weight_internal_padding,gradient_featuremap_elements_after_im2col,gradient_featuremap_zeros_after_im2col,gradient_weight_zeros_after_im2col,forward_featuremap_sparsity_after_im2col,forward_weight_sparsity_after_im2col,loss_featuremap_sparsity_after_im2col,loss_weight_sparsity_after_im2col,gradient_featuremap_sparsity_after_im2col,gradient_weight_sparsity_after_im2col,forward_featuremap_additional_storage,loss_featuremap_additional_storage,gradient_kernal_additional_storage
"(-1, 24, 28, 28)","(-1, 24, 28, 28)","(3, 3)","(1, 1)","(1, 1)",0,"(1, 1)",0,169344,7968,"(0, 0)","(1, 1)",0,169344,7968,0,"(1, 1)","(0, 0)",169344,7968,0,0.04705215419501134,0,0.04705215419501134,0,0.04705215419501134,0.0,0.0106201171875,0.0106201171875,0.0
"(-1, 24, 28, 28)","(-1, 24, 28, 28)","(1, 1)","(1, 1)","(0, 0)",0,"(0, 0)",0,18816,0,"(0, 0)","(0, 0)",0,18816,0,0,"(0, 0)","(0, 0)",18816,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
"(-1, 24, 28, 28)","(-1, 24, 28, 28)","(1, 1)","(1, 1)","(0, 0)",0,"(0, 0)",0,18816,0,"(0, 0)","(0, 0)",0,18816,0,0,"(0, 0)","(0, 0)",18816,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
"(-1, 24, 28, 28)","(-1, 24, 28, 28)","(3, 3)","(1, 1)","(1, 1)",0,"(1, 1)",0,169344,7968,"(0, 0)","(1, 1)",0,169344,7968,0,"(1, 1)","(0, 0)",169344,7968,0,0.04705215419501134,0,0.04705215419501134,0,0.04705215419501134,0.0,0.0106201171875,0.0106201171875,0.0
"(-1, 24, 28, 28)","(-1, 24, 28, 28)","(1, 1)","(1, 1)","(0, 0)",0,"(0, 0)",0,18816,0,"(0, 0)","(0, 0)",0,18816,0,0,"(0, 0)","(0, 0)",18816,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
"(-1, 48, 28, 28)","(-1, 48, 14, 14)","(3, 3)","(2, 2)","(1, 1)",0,"(1, 1)",0,97200,12528,"(1, 1)","(1, 1)",0,338688,254016,0,"(1, 1)","(1, 1)",363312,32640,25584,0.1288888888888889,0,0.75,0,0.08984013740256308,0.7311385459533608,0.03240966796875,0.107666015625,0.09759521484375
"(-1, 48, 14, 14)","(-1, 48, 14, 14)","(1, 1)","(1, 1)","(0, 0)",0,"(0, 0)",0,9408,0,"(0, 0)","(0, 0)",0,9408,0,0,"(0, 0)","(0, 0)",9408,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
"(-1, 48, 28, 28)","(-1, 48, 28, 28)","(1, 1)","(1, 1)","(0, 0)",0,"(0, 0)",0,37632,0,"(0, 0)","(0, 0)",0,37632,0,0,"(0, 0)","(0, 0)",37632,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
"(-1, 48, 28, 28)","(-1, 48, 14, 14)","(3, 3)","(2, 2)","(1, 1)",0,"(1, 1)",0,97200,12528,"(1, 1)","(1, 1)",0,338688,254016,0,"(1, 1)","(1, 1)",363312,32640,25584,0.1288888888888889,0,0.75,0,0.08984013740256308,0.7311385459533608,0.03240966796875,0.107666015625,0.09759521484375
"(-1, 48, 14, 14)","(-1, 48, 14, 14)","(1, 1)","(1, 1)","(0, 0)",0,"(0, 0)",0,9408,0,"(0, 0)","(0, 0)",0,9408,0,0,"(0, 0)","(0, 0)",9408,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
"(-1, 48, 14, 14)","(-1, 48, 14, 14)","(1, 1)","(1, 1)","(0, 0)",0,"(0, 0)",0,9408,0,"(0, 0)","(0, 0)",0,9408,0,0,"(0, 0)","(0, 0)",9408,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
"(-1, 48, 14, 14)","(-1, 48, 14, 14)","(3, 3)","(1, 1)","(1, 1)",0,"(1, 1)",0,84672,7872,"(0, 0)","(1, 1)",0,84672,7872,0,"(1, 1)","(0, 0)",84672,7872,0,0.09297052154195011,0,0.09297052154195011,0,0.09297052154195011,0.0,0.010986328125,0.010986328125,0.0
"(-1, 48, 14, 14)","(-1, 48, 14, 14)","(1, 1)","(1, 1)","(0, 0)",0,"(0, 0)",0,9408,0,"(0, 0)","(0, 0)",0,9408,0,0,"(0, 0)","(0, 0)",9408,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
"(-1, 48, 14, 14)","(-1, 48, 14, 14)","(1, 1)","(1, 1)","(0, 0)",0,"(0, 0)",0,9408,0,"(0, 0)","(0, 0)",0,9408,0,0,"(0, 0)","(0, 0)",9408,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
"(-1, 48, 14, 14)","(-1, 48, 14, 14)","(3, 3)","(1, 1)","(1, 1)",0,"(1, 1)",0,84672,7872,"(0, 0)","(1, 1)",0,84672,7872,0,"(1, 1)","(0, 0)",84672,7872,0,0.09297052154195011,0,0.09297052154195011,0,0.09297052154195011,0.0,0.010986328125,0.010986328125,0.0
"(-1, 48, 14, 14)","(-1, 48, 14, 14)","(1, 1)","(1, 1)","(0, 0)",0,"(0, 0)",0,9408,0,"(0, 0)","(0, 0)",0,9408,0,0,"(0, 0)","(0, 0)",9408,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
"(-1, 48, 14, 14)","(-1, 48, 14, 14)","(1, 1)","(1, 1)","(0, 0)",0,"(0, 0)",0,9408,0,"(0, 0)","(0, 0)",0,9408,0,0,"(0, 0)","(0, 0)",9408,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
"(-1, 48, 14, 14)","(-1, 48, 14, 14)","(3, 3)","(1, 1)","(1, 1)",0,"(1, 1)",0,84672,7872,"(0, 0)","(1, 1)",0,84672,7872,0,"(1, 1)","(0, 0)",84672,7872,0,0.09297052154195011,0,0.09297052154195011,0,0.09297052154195011,0.0,0.010986328125,0.010986328125,0.0
"(-1, 48, 14, 14)","(-1, 48, 14, 14)","(1, 1)","(1, 1)","(0, 0)",0,"(0, 0)",0,9408,0,"(0, 0)","(0, 0)",0,9408,0,0,"(0, 0)","(0, 0)",9408,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
"(-1, 48, 14, 14)","(-1, 48, 14, 14)","(1, 1)","(1, 1)","(0, 0)",0,"(0, 0)",0,9408,0,"(0, 0)","(0, 0)",0,9408,0,0,"(0, 0)","(0, 0)",9408,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
"(-1, 48, 14, 14)","(-1, 48, 14, 14)","(3, 3)","(1, 1)","(1, 1)",0,"(1, 1)",0,84672,7872,"(0, 0)","(1, 1)",0,84672,7872,0,"(1, 1)","(0, 0)",84672,7872,0,0.09297052154195011,0,0.09297052154195011,0,0.09297052154195011,0.0,0.010986328125,0.010986328125,0.0
"(-1, 48, 14, 14)","(-1, 48, 14, 14)","(1, 1)","(1, 1)","(0, 0)",0,"(0, 0)",0,9408,0,"(0, 0)","(0, 0)",0,9408,0,0,"(0, 0)","(0, 0)",9408,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
"(-1, 48, 14, 14)","(-1, 48, 14, 14)","(1, 1)","(1, 1)","(0, 0)",0,"(0, 0)",0,9408,0,"(0, 0)","(0, 0)",0,9408,0,0,"(0, 0)","(0, 0)",9408,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
"(-1, 48, 14, 14)","(-1, 48, 14, 14)","(3, 3)","(1, 1)","(1, 1)",0,"(1, 1)",0,84672,7872,"(0, 0)","(1, 1)",0,84672,7872,0,"(1, 1)","(0, 0)",84672,7872,0,0.09297052154195011,0,0.09297052154195011,0,0.09297052154195011,0.0,0.010986328125,0.010986328125,0.0
"(-1, 48, 14, 14)","(-1, 48, 14, 14)","(1, 1)","(1, 1)","(0, 0)",0,"(0, 0)",0,9408,0,"(0, 0)","(0, 0)",0,9408,0,0,"(0, 0)","(0, 0)",9408,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
"(-1, 48, 14, 14)","(-1, 48, 14, 14)","(1, 1)","(1, 1)","(0, 0)",0,"(0, 0)",0,9408,0,"(0, 0)","(0, 0)",0,9408,0,0,"(0, 0)","(0, 0)",9408,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
"(-1, 48, 14, 14)","(-1, 48, 14, 14)","(3, 3)","(1, 1)","(1, 1)",0,"(1, 1)",0,84672,7872,"(0, 0)","(1, 1)",0,84672,7872,0,"(1, 1)","(0, 0)",84672,7872,0,0.09297052154195011,0,0.09297052154195011,0,0.09297052154195011,0.0,0.010986328125,0.010986328125,0.0
"(-1, 48, 14, 14)","(-1, 48, 14, 14)","(1, 1)","(1, 1)","(0, 0)",0,"(0, 0)",0,9408,0,"(0, 0)","(0, 0)",0,9408,0,0,"(0, 0)","(0, 0)",9408,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
"(-1, 48, 14, 14)","(-1, 48, 14, 14)","(1, 1)","(1, 1)","(0, 0)",0,"(0, 0)",0,9408,0,"(0, 0)","(0, 0)",0,9408,0,0,"(0, 0)","(0, 0)",9408,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
"(-1, 48, 14, 14)","(-1, 48, 14, 14)","(3, 3)","(1, 1)","(1, 1)",0,"(1, 1)",0,84672,7872,"(0, 0)","(1, 1)",0,84672,7872,0,"(1, 1)","(0, 0)",84672,7872,0,0.09297052154195011,0,0.09297052154195011,0,0.09297052154195011,0.0,0.010986328125,0.010986328125,0.0
"(-1, 48, 14, 14)","(-1, 48, 14, 14)","(1, 1)","(1, 1)","(0, 0)",0,"(0, 0)",0,9408,0,"(0, 0)","(0, 0)",0,9408,0,0,"(0, 0)","(0, 0)",9408,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
"(-1, 96, 14, 14)","(-1, 96, 7, 7)","(3, 3)","(2, 2)","(1, 1)",0,"(1, 1)",0,55296,12960,"(1, 1)","(1, 1)",0,169344,127008,0,"(1, 1)","(1, 1)",194400,33024,11520,0.234375,0,0.75,0,0.16987654320987655,0.7100591715976332,0.0340576171875,0.0538330078125,0.0439453125
"(-1, 96, 7, 7)","(-1, 96, 7, 7)","(1, 1)","(1, 1)","(0, 0)",0,"(0, 0)",0,4704,0,"(0, 0)","(0, 0)",0,4704,0,0,"(0, 0)","(0, 0)",4704,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
"(-1, 96, 14, 14)","(-1, 96, 14, 14)","(1, 1)","(1, 1)","(0, 0)",0,"(0, 0)",0,18816,0,"(0, 0)","(0, 0)",0,18816,0,0,"(0, 0)","(0, 0)",18816,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
"(-1, 96, 14, 14)","(-1, 96, 7, 7)","(3, 3)","(2, 2)","(1, 1)",0,"(1, 1)",0,55296,12960,"(1, 1)","(1, 1)",0,169344,127008,0,"(1, 1)","(1, 1)",194400,33024,11520,0.234375,0,0.75,0,0.16987654320987655,0.7100591715976332,0.0340576171875,0.0538330078125,0.0439453125
"(-1, 96, 7, 7)","(-1, 96, 7, 7)","(1, 1)","(1, 1)","(0, 0)",0,"(0, 0)",0,4704,0,"(0, 0)","(0, 0)",0,4704,0,0,"(0, 0)","(0, 0)",4704,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
"(-1, 96, 7, 7)","(-1, 96, 7, 7)","(1, 1)","(1, 1)","(0, 0)",0,"(0, 0)",0,4704,0,"(0, 0)","(0, 0)",0,4704,0,0,"(0, 0)","(0, 0)",4704,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
"(-1, 96, 7, 7)","(-1, 96, 7, 7)","(3, 3)","(1, 1)","(1, 1)",0,"(1, 1)",0,42336,7680,"(0, 0)","(1, 1)",0,42336,7680,0,"(1, 1)","(0, 0)",42336,7680,0,0.18140589569160998,0,0.18140589569160998,0,0.18140589569160998,0.0,0.01171875,0.01171875,0.0
"(-1, 96, 7, 7)","(-1, 96, 7, 7)","(1, 1)","(1, 1)","(0, 0)",0,"(0, 0)",0,4704,0,"(0, 0)","(0, 0)",0,4704,0,0,"(0, 0)","(0, 0)",4704,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
"(-1, 96, 7, 7)","(-1, 96, 7, 7)","(1, 1)","(1, 1)","(0, 0)",0,"(0, 0)",0,4704,0,"(0, 0)","(0, 0)",0,4704,0,0,"(0, 0)","(0, 0)",4704,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
"(-1, 96, 7, 7)","(-1, 96, 7, 7)","(3, 3)","(1, 1)","(1, 1)",0,"(1, 1)",0,42336,7680,"(0, 0)","(1, 1)",0,42336,7680,0,"(1, 1)","(0, 0)",42336,7680,0,0.18140589569160998,0,0.18140589569160998,0,0.18140589569160998,0.0,0.01171875,0.01171875,0.0
"(-1, 96, 7, 7)","(-1, 96, 7, 7)","(1, 1)","(1, 1)","(0, 0)",0,"(0, 0)",0,4704,0,"(0, 0)","(0, 0)",0,4704,0,0,"(0, 0)","(0, 0)",4704,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
"(-1, 96, 7, 7)","(-1, 96, 7, 7)","(1, 1)","(1, 1)","(0, 0)",0,"(0, 0)",0,4704,0,"(0, 0)","(0, 0)",0,4704,0,0,"(0, 0)","(0, 0)",4704,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
"(-1, 96, 7, 7)","(-1, 96, 7, 7)","(3, 3)","(1, 1)","(1, 1)",0,"(1, 1)",0,42336,7680,"(0, 0)","(1, 1)",0,42336,7680,0,"(1, 1)","(0, 0)",42336,7680,0,0.18140589569160998,0,0.18140589569160998,0,0.18140589569160998,0.0,0.01171875,0.01171875,0.0
"(-1, 96, 7, 7)","(-1, 96, 7, 7)","(1, 1)","(1, 1)","(0, 0)",0,"(0, 0)",0,4704,0,"(0, 0)","(0, 0)",0,4704,0,0,"(0, 0)","(0, 0)",4704,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
"(-1, 192, 7, 7)","(-1, 1024, 7, 7)","(1, 1)","(1, 1)","(0, 0)",0,"(0, 0)",0,9408,0,"(0, 0)","(0, 0)",0,50176,0,0,"(0, 0)","(0, 0)",9408,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
