input_size,output_size,kernel_size,stride,padding,forward_featuremap_internal_padding,forward_featuremap_external_padding,forward_weight_internal_padding,forward_featuremap_elements_after_im2col,forward_featuremap_zeros_after_im2col,loss_featuremap_internal_padding,loss_featuremap_external_padding,loss_weight_internal_padding,loss_featuremap_elements_after_im2col,loss_featuremap_zeros_after_im2col,gradient_featuremap_internal_padding,gradient_featuremap_external_padding,gradient_weight_internal_padding,gradient_featuremap_elements_after_im2col,gradient_featuremap_zeros_after_im2col,gradient_weight_zeros_after_im2col,forward_featuremap_sparsity_after_im2col,forward_weight_sparsity_after_im2col,loss_featuremap_sparsity_after_im2col,loss_weight_sparsity_after_im2col,gradient_featuremap_sparsity_after_im2col,gradient_weight_sparsity_after_im2col,forward_featuremap_additional_storage,loss_featuremap_additional_storage,gradient_kernal_additional_storage
"(-1, 3, 224, 224)","(-1, 64, 112, 112)","(7, 7)","(2, 2)","(3, 3)",0,"(3, 3)",0,1877043,47160,"(1, 1)","(3, 3)",0,157351936,118314432,0,"(3, 3)","(1, 1)",7441875,150432,2379840,0.02512462420946137,0,0.7519096047219909,0,0.020214260519022424,0.7477528202859498,0.036449432373046875,9.62890625,9.078369140625
"(-1, 64, 56, 56)","(-1, 64, 56, 56)","(3, 3)","(1, 1)","(1, 1)",0,"(1, 1)",0,1806336,42752,"(0, 0)","(1, 1)",0,1806336,42752,0,"(1, 1)","(0, 0)",1806336,42752,0,0.02366780045351474,0,0.02366780045351474,0,0.02366780045351474,0.0,0.0556640625,0.0556640625,0.0
"(-1, 64, 56, 56)","(-1, 64, 56, 56)","(3, 3)","(1, 1)","(1, 1)",0,"(1, 1)",0,1806336,42752,"(0, 0)","(1, 1)",0,1806336,42752,0,"(1, 1)","(0, 0)",1806336,42752,0,0.02366780045351474,0,0.02366780045351474,0,0.02366780045351474,0.0,0.0556640625,0.0556640625,0.0
"(-1, 64, 56, 56)","(-1, 64, 56, 56)","(3, 3)","(1, 1)","(1, 1)",0,"(1, 1)",0,1806336,42752,"(0, 0)","(1, 1)",0,1806336,42752,0,"(1, 1)","(0, 0)",1806336,42752,0,0.02366780045351474,0,0.02366780045351474,0,0.02366780045351474,0.0,0.0556640625,0.0556640625,0.0
"(-1, 64, 56, 56)","(-1, 64, 56, 56)","(3, 3)","(1, 1)","(1, 1)",0,"(1, 1)",0,1806336,42752,"(0, 0)","(1, 1)",0,1806336,42752,0,"(1, 1)","(0, 0)",1806336,42752,0,0.02366780045351474,0,0.02366780045351474,0,0.02366780045351474,0.0,0.0556640625,0.0556640625,0.0
"(-1, 64, 56, 56)","(-1, 128, 28, 28)","(3, 3)","(2, 2)","(1, 1)",0,"(1, 1)",0,484416,32832,"(1, 1)","(1, 1)",0,3612672,2709504,0,"(1, 1)","(1, 1)",1871424,86528,286848,0.06777645659928656,0,0.75,0,0.04623644882185972,0.7408264462809917,0.084228515625,1.1484375,1.09423828125
"(-1, 128, 28, 28)","(-1, 128, 28, 28)","(3, 3)","(1, 1)","(1, 1)",0,"(1, 1)",0,903168,42496,"(0, 0)","(1, 1)",0,903168,42496,0,"(1, 1)","(0, 0)",903168,42496,0,0.04705215419501134,0,0.04705215419501134,0,0.04705215419501134,0.0,0.056640625,0.056640625,0.0
"(-1, 64, 56, 56)","(-1, 128, 28, 28)","(1, 1)","(2, 2)","(0, 0)",0,"(0, 0)",0,53824,3648,"(1, 1)","(0, 0)",0,401408,301056,0,"(0, 0)","(1, 1)",207936,7232,286848,0.06777645659928656,0,0.75,0,0.034779932286857496,0.7408264462809917,0.027587890625,1.041015625,1.09423828125
"(-1, 128, 28, 28)","(-1, 128, 28, 28)","(3, 3)","(1, 1)","(1, 1)",0,"(1, 1)",0,903168,42496,"(0, 0)","(1, 1)",0,903168,42496,0,"(1, 1)","(0, 0)",903168,42496,0,0.04705215419501134,0,0.04705215419501134,0,0.04705215419501134,0.0,0.056640625,0.056640625,0.0
"(-1, 128, 28, 28)","(-1, 128, 28, 28)","(3, 3)","(1, 1)","(1, 1)",0,"(1, 1)",0,903168,42496,"(0, 0)","(1, 1)",0,903168,42496,0,"(1, 1)","(0, 0)",903168,42496,0,0.04705215419501134,0,0.04705215419501134,0,0.04705215419501134,0.0,0.056640625,0.056640625,0.0
"(-1, 128, 28, 28)","(-1, 256, 14, 14)","(3, 3)","(2, 2)","(1, 1)",0,"(1, 1)",0,259200,33408,"(1, 1)","(1, 1)",0,1806336,1354752,0,"(1, 1)","(1, 1)",968832,87040,136448,0.1288888888888889,0,0.75,0,0.08984013740256308,0.7311385459533608,0.08642578125,0.57421875,0.5205078125
"(-1, 256, 14, 14)","(-1, 256, 14, 14)","(3, 3)","(1, 1)","(1, 1)",0,"(1, 1)",0,451584,41984,"(0, 0)","(1, 1)",0,451584,41984,0,"(1, 1)","(0, 0)",451584,41984,0,0.09297052154195011,0,0.09297052154195011,0,0.09297052154195011,0.0,0.05859375,0.05859375,0.0
"(-1, 128, 28, 28)","(-1, 256, 14, 14)","(1, 1)","(2, 2)","(0, 0)",0,"(0, 0)",0,28800,3712,"(1, 1)","(0, 0)",0,200704,150528,0,"(0, 0)","(1, 1)",107648,7296,136448,0.1288888888888889,0,0.75,0,0.06777645659928656,0.7311385459533608,0.02783203125,0.46875,0.5205078125
"(-1, 256, 14, 14)","(-1, 256, 14, 14)","(3, 3)","(1, 1)","(1, 1)",0,"(1, 1)",0,451584,41984,"(0, 0)","(1, 1)",0,451584,41984,0,"(1, 1)","(0, 0)",451584,41984,0,0.09297052154195011,0,0.09297052154195011,0,0.09297052154195011,0.0,0.05859375,0.05859375,0.0
"(-1, 256, 14, 14)","(-1, 256, 14, 14)","(3, 3)","(1, 1)","(1, 1)",0,"(1, 1)",0,451584,41984,"(0, 0)","(1, 1)",0,451584,41984,0,"(1, 1)","(0, 0)",451584,41984,0,0.09297052154195011,0,0.09297052154195011,0,0.09297052154195011,0.0,0.05859375,0.05859375,0.0
"(-1, 256, 14, 14)","(-1, 512, 7, 7)","(3, 3)","(2, 2)","(1, 1)",0,"(1, 1)",0,147456,34560,"(1, 1)","(1, 1)",0,903168,677376,0,"(1, 1)","(1, 1)",518400,88064,61440,0.234375,0,0.75,0,0.16987654320987655,0.7100591715976332,0.0908203125,0.287109375,0.234375
"(-1, 512, 7, 7)","(-1, 512, 7, 7)","(3, 3)","(1, 1)","(1, 1)",0,"(1, 1)",0,225792,40960,"(0, 0)","(1, 1)",0,225792,40960,0,"(1, 1)","(0, 0)",225792,40960,0,0.18140589569160998,0,0.18140589569160998,0,0.18140589569160998,0.0,0.0625,0.0625,0.0
"(-1, 256, 14, 14)","(-1, 512, 7, 7)","(1, 1)","(2, 2)","(0, 0)",0,"(0, 0)",0,16384,3840,"(1, 1)","(0, 0)",0,100352,75264,0,"(0, 0)","(1, 1)",57600,7424,61440,0.234375,0,0.75,0,0.1288888888888889,0.7100591715976332,0.0283203125,0.185546875,0.234375
"(-1, 512, 7, 7)","(-1, 512, 7, 7)","(3, 3)","(1, 1)","(1, 1)",0,"(1, 1)",0,225792,40960,"(0, 0)","(1, 1)",0,225792,40960,0,"(1, 1)","(0, 0)",225792,40960,0,0.18140589569160998,0,0.18140589569160998,0,0.18140589569160998,0.0,0.0625,0.0625,0.0
"(-1, 512, 7, 7)","(-1, 512, 7, 7)","(3, 3)","(1, 1)","(1, 1)",0,"(1, 1)",0,225792,40960,"(0, 0)","(1, 1)",0,225792,40960,0,"(1, 1)","(0, 0)",225792,40960,0,0.18140589569160998,0,0.18140589569160998,0,0.18140589569160998,0.0,0.0625,0.0625,0.0
