input_size,output_size,kernel_size,stride,padding,forward_featuremap_internal_padding,forward_featuremap_external_padding,forward_weight_internal_padding,forward_featuremap_elements_after_im2col,forward_featuremap_zeros_after_im2col,loss_featuremap_internal_padding,loss_featuremap_external_padding,loss_weight_internal_padding,loss_featuremap_elements_after_im2col,loss_featuremap_zeros_after_im2col,gradient_featuremap_internal_padding,gradient_featuremap_external_padding,gradient_weight_internal_padding,gradient_featuremap_elements_after_im2col,gradient_featuremap_zeros_after_im2col,gradient_weight_zeros_after_im2col,forward_featuremap_sparsity_after_im2col,forward_weight_sparsity_after_im2col,loss_featuremap_sparsity_after_im2col,loss_weight_sparsity_after_im2col,gradient_featuremap_sparsity_after_im2col,gradient_weight_sparsity_after_im2col,forward_featuremap_additional_storage,loss_featuremap_additional_storage,gradient_kernal_additional_storage
"(-1, 3, 224, 224)","(-1, 96, 112, 112)","(7, 7)","(2, 2)","(3, 3)",0,"(3, 3)",0,1877043,47160,"(1, 1)","(3, 3)",0,236027904,177471648,0,"(3, 3)","(1, 1)",7441875,150432,3569760,0.02512462420946137,0,0.7519096047219909,0,0.020214260519022424,0.7477528202859498,0.036449432373046875,14.443359375,13.6175537109375
"(-1, 96, 56, 56)","(-1, 192, 56, 56)","(1, 1)","(1, 1)","(0, 0)",0,"(0, 0)",0,301056,0,"(0, 0)","(0, 0)",0,602112,0,0,"(0, 0)","(0, 0)",301056,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
"(-1, 192, 56, 56)","(-1, 48, 56, 56)","(3, 3)","(1, 1)","(1, 1)",0,"(1, 1)",0,5419008,128256,"(0, 0)","(1, 1)",0,1354752,32064,0,"(1, 1)","(0, 0)",5419008,128256,0,0.02366780045351474,0,0.02366780045351474,0,0.02366780045351474,0.0,0.1669921875,0.041748046875,0.0
"(-1, 144, 56, 56)","(-1, 192, 56, 56)","(1, 1)","(1, 1)","(0, 0)",0,"(0, 0)",0,451584,0,"(0, 0)","(0, 0)",0,602112,0,0,"(0, 0)","(0, 0)",451584,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
"(-1, 192, 56, 56)","(-1, 48, 56, 56)","(3, 3)","(1, 1)","(1, 1)",0,"(1, 1)",0,5419008,128256,"(0, 0)","(1, 1)",0,1354752,32064,0,"(1, 1)","(0, 0)",5419008,128256,0,0.02366780045351474,0,0.02366780045351474,0,0.02366780045351474,0.0,0.1669921875,0.041748046875,0.0
"(-1, 192, 56, 56)","(-1, 192, 56, 56)","(1, 1)","(1, 1)","(0, 0)",0,"(0, 0)",0,602112,0,"(0, 0)","(0, 0)",0,602112,0,0,"(0, 0)","(0, 0)",602112,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
"(-1, 192, 56, 56)","(-1, 48, 56, 56)","(3, 3)","(1, 1)","(1, 1)",0,"(1, 1)",0,5419008,128256,"(0, 0)","(1, 1)",0,1354752,32064,0,"(1, 1)","(0, 0)",5419008,128256,0,0.02366780045351474,0,0.02366780045351474,0,0.02366780045351474,0.0,0.1669921875,0.041748046875,0.0
"(-1, 240, 56, 56)","(-1, 192, 56, 56)","(1, 1)","(1, 1)","(0, 0)",0,"(0, 0)",0,752640,0,"(0, 0)","(0, 0)",0,602112,0,0,"(0, 0)","(0, 0)",752640,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
"(-1, 192, 56, 56)","(-1, 48, 56, 56)","(3, 3)","(1, 1)","(1, 1)",0,"(1, 1)",0,5419008,128256,"(0, 0)","(1, 1)",0,1354752,32064,0,"(1, 1)","(0, 0)",5419008,128256,0,0.02366780045351474,0,0.02366780045351474,0,0.02366780045351474,0.0,0.1669921875,0.041748046875,0.0
"(-1, 288, 56, 56)","(-1, 192, 56, 56)","(1, 1)","(1, 1)","(0, 0)",0,"(0, 0)",0,903168,0,"(0, 0)","(0, 0)",0,602112,0,0,"(0, 0)","(0, 0)",903168,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
