input_size,output_size,kernel_size,stride,padding,forward_featuremap_internal_padding,forward_featuremap_external_padding,forward_weight_internal_padding,forward_featuremap_elements_after_im2col,forward_featuremap_zeros_after_im2col,loss_featuremap_internal_padding,loss_featuremap_external_padding,loss_weight_internal_padding,loss_featuremap_elements_after_im2col,loss_featuremap_zeros_after_im2col,gradient_featuremap_internal_padding,gradient_featuremap_external_padding,gradient_weight_internal_padding,gradient_featuremap_elements_after_im2col,gradient_featuremap_zeros_after_im2col,gradient_weight_zeros_after_im2col,forward_featuremap_sparsity_after_im2col,forward_weight_sparsity_after_im2col,loss_featuremap_sparsity_after_im2col,loss_weight_sparsity_after_im2col,gradient_featuremap_sparsity_after_im2col,gradient_weight_sparsity_after_im2col,forward_featuremap_additional_storage,loss_featuremap_additional_storage,gradient_kernal_additional_storage
"(-1, 128, 7, 7)","(-1, 32, 7, 7)","(3, 3)","(1, 1)","(1, 1)",0,"(1, 1)",0,56448,10240,"(0, 0)","(1, 1)",0,14112,2560,0,"(1, 1)","(0, 0)",56448,10240,0,0.18140589569160998,0,0.18140589569160998,0,0.18140589569160998,0.0,0.015625,0.00390625,0.0
"(-1, 832, 7, 7)","(-1, 128, 7, 7)","(1, 1)","(1, 1)","(0, 0)",0,"(0, 0)",0,40768,0,"(0, 0)","(0, 0)",0,6272,0,0,"(0, 0)","(0, 0)",40768,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
"(-1, 128, 7, 7)","(-1, 32, 7, 7)","(3, 3)","(1, 1)","(1, 1)",0,"(1, 1)",0,56448,10240,"(0, 0)","(1, 1)",0,14112,2560,0,"(1, 1)","(0, 0)",56448,10240,0,0.18140589569160998,0,0.18140589569160998,0,0.18140589569160998,0.0,0.015625,0.00390625,0.0
"(-1, 864, 7, 7)","(-1, 128, 7, 7)","(1, 1)","(1, 1)","(0, 0)",0,"(0, 0)",0,42336,0,"(0, 0)","(0, 0)",0,6272,0,0,"(0, 0)","(0, 0)",42336,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
"(-1, 128, 7, 7)","(-1, 32, 7, 7)","(3, 3)","(1, 1)","(1, 1)",0,"(1, 1)",0,56448,10240,"(0, 0)","(1, 1)",0,14112,2560,0,"(1, 1)","(0, 0)",56448,10240,0,0.18140589569160998,0,0.18140589569160998,0,0.18140589569160998,0.0,0.015625,0.00390625,0.0
"(-1, 896, 7, 7)","(-1, 128, 7, 7)","(1, 1)","(1, 1)","(0, 0)",0,"(0, 0)",0,43904,0,"(0, 0)","(0, 0)",0,6272,0,0,"(0, 0)","(0, 0)",43904,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
"(-1, 128, 7, 7)","(-1, 32, 7, 7)","(3, 3)","(1, 1)","(1, 1)",0,"(1, 1)",0,56448,10240,"(0, 0)","(1, 1)",0,14112,2560,0,"(1, 1)","(0, 0)",56448,10240,0,0.18140589569160998,0,0.18140589569160998,0,0.18140589569160998,0.0,0.015625,0.00390625,0.0
"(-1, 928, 7, 7)","(-1, 128, 7, 7)","(1, 1)","(1, 1)","(0, 0)",0,"(0, 0)",0,45472,0,"(0, 0)","(0, 0)",0,6272,0,0,"(0, 0)","(0, 0)",45472,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
"(-1, 128, 7, 7)","(-1, 32, 7, 7)","(3, 3)","(1, 1)","(1, 1)",0,"(1, 1)",0,56448,10240,"(0, 0)","(1, 1)",0,14112,2560,0,"(1, 1)","(0, 0)",56448,10240,0,0.18140589569160998,0,0.18140589569160998,0,0.18140589569160998,0.0,0.015625,0.00390625,0.0
"(-1, 960, 7, 7)","(-1, 128, 7, 7)","(1, 1)","(1, 1)","(0, 0)",0,"(0, 0)",0,47040,0,"(0, 0)","(0, 0)",0,6272,0,0,"(0, 0)","(0, 0)",47040,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
"(-1, 128, 7, 7)","(-1, 32, 7, 7)","(3, 3)","(1, 1)","(1, 1)",0,"(1, 1)",0,56448,10240,"(0, 0)","(1, 1)",0,14112,2560,0,"(1, 1)","(0, 0)",56448,10240,0,0.18140589569160998,0,0.18140589569160998,0,0.18140589569160998,0.0,0.015625,0.00390625,0.0
"(-1, 992, 7, 7)","(-1, 128, 7, 7)","(1, 1)","(1, 1)","(0, 0)",0,"(0, 0)",0,48608,0,"(0, 0)","(0, 0)",0,6272,0,0,"(0, 0)","(0, 0)",48608,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
